#,Game,Release date,Price,Score rank(Userscore / Metascore),Owners,Playtime (Median),Developer(s),Publisher(s),,,,,,,,
4930,Fidget-Spinner-In-Space,14-Nov-17,$0.99,74% (89%),"0?..?20,000",00:00 (00:00),"Nikita ""Ghost_RUS""",Ghost_RUS Games,,,,,,,,
5115,Star-Story-The-Horizon-Escape,5-Sep-17,$14.99,74% (89%),"0?..?20,000",00:00 (00:00),EvilCoGames,EvilCoGames,,,,,,,,
6116,Japanese-Women---Animated-Jigsaws,10-Apr-17,$9.99,74% (89%),"0?..?20,000",00:00 (00:00),BottleCube inc.,BottleCube inc.,,,,,,,,
6209,Alien-Arena-Warriors-Of-Mars,3-Nov-17,$1.99,74% (89%),"0?..?20,000",01:31 (00:30),"COR Entertainment, LLC","COR Entertainment, LLC",,,,,,,,
6372,Prison-Boss-VR,29-Aug-17,$19.99,74% (89%),"0?..?20,000",02:48 (00:56),Trebuchet,Trebuchet,,,,,,,,
6587,Dong-Jin-Rice-himeÔºàÊù±Ê¥•Ë?Á±≥Ô?,28-Apr-17,$19.99,74% (89%),"0?..?20,000",00:01 (00:00),"Storia, Narrator, SimonCreative",SimonCreative,,,,,,,,
6704,No-Heroes-Here,2-Oct-17,$14.99,74% (89%),"0?..?20,000",02:53 (01:10),Mad Mimic,"Mad Mimic, Chorus Worldwide",,,,,,,,
208,A-Normal-Lost-Phone,26-Jan-17,$2.99,74% (89%/71%),"20,000?..?50,000",00:01 (00:00),Accidental Queens,"Playdius, Plug In Digital",,,,,,,,
149,Old-Mans-Journey,17-May-17,$7.99,74% (89%/76%),"20,000?..?50,000",01:22 (01:22),Broken Rules,Broken Rules,,,,,,,,
144,Super-Cloudbuilt,25-Jul-17,$19.99,74% (89%/76%),"0?..?20,000",00:08 (00:02),"Coilworks, Double Eleven",Double Eleven,,,,,,,,
127,Bridge-Constructor-Portal,20-Dec-17,$9.99,74% (89%/77%),"200,000?..?500,000",01:52 (00:40),ClockStone,"Headup, Whisper Games",,,,,,,,
112,Lydia,2-Jun-17,$4.99,74% (89%/78%),"0?..?20,000",00:01 (00:00),Platonic Partnership Ltd,Platonic Partnership Ltd,,,,,,,,
104,Late-Shift,18-Apr-17,$12.99,74% (89%/79%),"100,000?..?200,000",31:11 (02:03),CtrlMovie,Wales Interactive,,,,,,,,
94,Rumu,12-Dec-17,$9.99,74% (89%/79%),"0?..?20,000",00:00 (00:00),Robot House,Hammerfall Publishing,,,,,,,,
42,Sonic-Mania,29-Aug-17,$19.99,74% (89%/84%),"100,000?..?200,000",02:03 (01:24),"Christian Whitehead, Headcannon, PagodaWest Games",SEGA,,,,,,,,
37,Aliens-Go-Home-Run,27-Jan-17,$3.99,74% (89%/84%),"0?..?20,000",00:00 (00:00),ANIM?¢ACE,ANIM?¢ACE,,,,,,,,
26,SUPERHOT-VR,25-May-17,$24.99,74% (89%/85%),"100,000?..?200,000",01:10 (01:09),SUPERHOT Team,SUPERHOT Team,,,,,,,,
2618,Unturned,7-Jul-17,Free,77% (90%),"20,000,000?..?50,000,000",10:52 (01:26),Smartly Dressed Games,Smartly Dressed Games,,,,,,,,
1493,Stick-Fight-The-Game,28-Sep-17,$4.99,77% (90%),"1,000,000?..?2,000,000",01:11 (00:35),Landfall West,Landfall,,,,,,,,
4024,Dark-Elf,3-Aug-17,$3.99,77% (90%),"200,000?..?500,000",00:15 (00:19),ONEONE1,Paradise Project,,,,,,,,
626,Hell-Girls,12-Jan-17,$1.99,77% (90%),"100,000?..?200,000",02:29 (02:28),Athena Works,Paradise Project,,,,,,,,
2324,A-Lenda-do-Her√≥i---O-Her√≥i-desta-Can√ß√£o,24-Apr-17,$15.99,77% (90%),"100,000?..?200,000",02:29 (00:49),"Dumativa Creative Studio, Castro Brothers","Dumativa Creative Studio, Castro Brothers",,,,,,,,
4851,Alpacapaca-Dash,23-Jan-17,$0.99,77% (90%),"100,000?..?200,000",04:24 (02:00),Synnergy Circle Games,Synnergy Circle Games,,,,,,,,
6302,CarX-Drift-Racing-Online,17-Nov-17,$9.99,77% (90%),"100,000?..?200,000",02:04 (01:00),CarX Technologies,CarX Technologies,,,,,,,,
6328,Sudoku-Universe-/-?∞Áã¨ÂÆáÂ?,18-Dec-17,$1.99,77% (90%),"100,000?..?200,000",01:51 (02:12),Konstructors Entertainment,Konstructors Entertainment,,,,,,,,
648,Lines-X-Free,31-Oct-17,Free,77% (90%),"50,000?..?100,000",00:00 (00:00),Konstructors Entertainment,Konstructors Entertainment,,,,,,,,
1209,Minecraft-Story-Mode---Season-Two,11-Jul-17,$14.99,77% (90%),"50,000?..?100,000",00:12 (00:04),Telltale Games,Telltale Games,,,,,,,,
1884,Fausts-Alptraum,8-Apr-17,Free,77% (90%),"50,000?..?100,000",00:00 (00:00),LaboRatStudio,LaboRatStudio,,,,,,,,
4015,Freedom-Locomotion-VR,13-Mar-17,Free,77% (90%),"50,000?..?100,000",00:00 (00:00),Huge Robot,Huge Robot,,,,,,,,
6574,GunsnStories-Preface-VR,26-Oct-17,Free,77% (90%),"50,000?..?100,000",00:00 (00:00),MIROWIN,MIROWIN,,,,,,,,
873,Battle-Dome,8-Jun-17,$9.99,77% (90%),"20,000?..?50,000",00:00 (00:00),Bad Bird Studios,Oasis VR,,,,,,,,
1007,50-years,26-May-17,$4.99,77% (90%),"20,000?..?50,000",00:00 (00:00),Aleksandr Golovkin,Aleksandr Golovkin,,,,,,,,
1575,qop,13-Jul-17,$0.99,77% (90%),"20,000?..?50,000",00:00 (00:00),Quiet River,Quiet River,,,,,,,,
1661,The-Cat-Games,24-Mar-17,$1.99,77% (90%),"20,000?..?50,000",00:00 (00:00),M. Hanka,Liu Lidan,,,,,,,,
1682,The-Talos-Principle-VR,17-Oct-17,$39.99,77% (90%),"20,000?..?50,000",00:19 (00:06),Croteam VR,"Devolver Digital, Croteam Publishing",,,,,,,,
2005,Once-on-a-windswept-night,6-Feb-17,Free,77% (90%),"20,000?..?50,000",00:00 (00:00),ebi-hime,ebi-hime,,,,,,,,
2356,Wander-No-More,18-Feb-17,Free,77% (90%),"20,000?..?50,000",00:00 (00:00),Zetsubou,Unwonted Studios,,,,,,,,
2407,PrincessLootPixelAgain-x2,10-Oct-17,$4.99,77% (90%),"20,000?..?50,000",00:13 (00:08),EfimovMax,EfimovMax,,,,,,,,
2918,64,16-Mar-17,$2.99,77% (90%),"20,000?..?50,000",00:11 (00:07),rebel rabbit,"indienova, GrabTheGames",,,,,,,,
3180,Towards-The-Pantheon-Escaping-Eternity,25-Oct-17,Free,77% (90%),"20,000?..?50,000",00:00 (00:00),Connor O.R.T. Linning,Connor O.R.T. Linning,,,,,,,,
3766,Taima-Miko-Yuugi,20-Oct-17,$1.99,77% (90%),"20,000?..?50,000",13:25 (04:28),?Ü„??ì„É¢?™„É¢?™‰∏∏,Paradise Project,,,,,,,,
4246,SPACEPLAN,3-May-17,$2.99,77% (90%),"20,000?..?50,000",05:11 (01:43),Jake Hollands,Devolver Digital,,,,,,,,
4563,TO-THE-TOP,18-May-17,$19.99,77% (90%),"20,000?..?50,000",00:29 (00:19),Electric Hat Games LLC.,Electric Hat Games LLC.,,,,,,,,
4669,room13,13-Jan-17,$7.99,77% (90%),"20,000?..?50,000",00:00 (00:00),The Paper Robot,Clickteam,,,,,,,,
5209,Buzz-Aldrin-Cycling-Pathways-to-Mars,17-Mar-17,Free,77% (90%),"20,000?..?50,000",00:00 (00:00),8i,LIFE VR,,,,,,,,
5420,Adventures-On-The-Polluted-Islands,17-Feb-17,$2.99,77% (90%),"20,000?..?50,000",00:00 (00:00),Uncle Frost Team,Sometimes You,,,,,,,,
5878,Super-Blood-Hockey,17-Aug-17,$7.99,77% (90%),"20,000?..?50,000",02:41 (02:40),Loren Lemcke,Loren Lemcke,,,,,,,,
438,EddyÁ¥?~Eddy-Violet~,15-Sep-17,$2.99,77% (90%),"0?..?20,000",00:00 (00:00),Â§ßË∞∑ DGSpitzer,Â§ßË∞∑ DGSpitzer,,,,,,,,
652,Lost-Technology,9-Aug-17,$4.99,77% (90%),"0?..?20,000",00:00 (00:00),Studio 4D,AGM PLAYISM,,,,,,,,
1579,ICY-Frostbite-Edition,11-Aug-17,$12.99,77% (90%),"0?..?20,000",02:38 (01:37),Inner Void,Digital Tribe,,,,,,,,
1737,A-Robot-Named-Fight!,7-Sep-17,$7.79,77% (90%),"0?..?20,000",00:44 (00:14),Matt Bitner Games,Matt Bitner Games,,,,,,,,
1861,Plandzz,12-Aug-17,$0.99,77% (90%),"0?..?20,000",00:00 (00:00),Brzezinski,SIFAKA DIGITAL,,,,,,,,
1915,Attack-Of-Insects,15-Sep-17,$2.99,77% (90%),"0?..?20,000",00:00 (00:00),BadWolf Games,BadWolf Games,,,,,,,,
1930,Let`s-not-stay-friends,28-Nov-17,$7.99,77% (90%),"0?..?20,000",00:00 (00:00),Violet Feature,Violet Feature,,,,,,,,
1960,Mysteries-of-Fence,27-Jul-17,$3.99,77% (90%),"0?..?20,000",00:00 (00:00),Ê©ôÂ?Ê∏∏Ê?,Ê©ôÂ?Ê∏∏Ê?,,,,,,,,
2230,Gauntlet-of-IRE,15-Dec-17,Free,77% (90%),"0?..?20,000",00:00 (00:00),KillerPokeGames,KillerPokeGames,,,,,,,,
3048,Get-To-The-Orange-Door,27-Oct-17,$9.99,77% (90%),"0?..?20,000",00:00 (00:00),Andrew Smith,Andrew Smith,,,,,,,,
3293,illie,6-Nov-17,$1.99,77% (90%),"0?..?20,000",00:00 (00:00),NedoStudio,NedoStudio,,,,,,,,
3518,Beekyr-Reloaded,14-Nov-17,$9.99,77% (90%),"0?..?20,000",00:00 (00:00),KaleidoGames,KaleidoGames,,,,,,,,
3805,SUPERHOT-MIND-CONTROL-DELETE,7-Dec-17,$11.99,77% (90%),"0?..?20,000",00:09 (00:05),SUPERHOT Team,SUPERHOT Team,,,,,,,,
3814,Void-Memory,30-Oct-17,$9.99,77% (90%),"0?..?20,000",00:00 (00:00),Gustav,Gustav,,,,,,,,
3946,Skirmish-Line,19-Oct-17,$9.99,77% (90%),"0?..?20,000",00:00 (00:00),The Snarktopus,The Snarktopus,,,,,,,,
4000,Shadow-Bug,22-Jul-17,$4.99,77% (90%),"0?..?20,000",00:00 (00:00),Muro Studios,Muro Studios,,,,,,,,
4053,Wild-Guns-Reloaded,11-Jul-17,$14.99,77% (90%),"0?..?20,000",00:06 (00:03),NatsumeAtari Inc.,Natsume Inc.,,,,,,,,
4124,True-or-False-2,27-Jan-17,N/A,77% (90%),"0?..?20,000",00:57 (00:37),Vladimir Maslov,Vladimir Maslov,,,,,,,,
4201,Fashioning-Little-Miss-Lonesome,8-Sep-17,$24.99,77% (90%),"0?..?20,000",00:00 (00:00),Kalmia8,MangaGamer,,,,,,,,
4834,Little-Red-Lie,7-Jul-17,$9.99,77% (90%),"0?..?20,000",00:00 (00:00),WZOGI,WZOGI,,,,,,,,
4895,Dal-Segno,30-Jun-17,$39.99,77% (90%),"0?..?20,000",00:00 (00:00),Circus,MangaGamer,,,,,,,,
5467,Tale-of-Fallen-Dragons,6-Feb-17,$9.99,77% (90%),"0?..?20,000",00:00 (00:00),BigTapir Games,BigTapir Games,,,,,,,,
6364,MHRD,5-Jan-17,$9.99,77% (90%),"0?..?20,000",00:04 (00:01),Funghisoft,Funghisoft,,,,,,,,
6786,Tricone-Lab,27-Jul-17,$9.99,77% (90%),"0?..?20,000",00:00 (00:00),Partickhill Games Limited,Partickhill Games Limited,,,,,,,,
6795,A-Tech-Cybernetic-VR,15-Mar-17,$24.99,77% (90%),"0?..?20,000",00:00 (00:00),XREAL Games,XREAL Games,,,,,,,,
158,RUINER,26-Sep-17,$19.99,77% (90%/75%),"200,000?..?500,000",02:01 (02:22),Reikon Games,Devolver Digital,,,,,,,,
128,Cosmic-Star-Heroine,11-Apr-17,$14.99,77% (90%/77%),"20,000?..?50,000",00:22 (00:07),Zeboyd Games,Zeboyd Games,,,,,,,,
132,Figment,22-Sep-17,$19.99,77% (90%/77%),"20,000?..?50,000",02:54 (02:57),Bedtime Digital Games,Bedtime Digital Games,,,,,,,,
122,RiME,26-May-17,$29.99,77% (90%/78%),"100,000?..?200,000",04:11 (05:08),"Tequila Works, QLOC","Grey Box, Six Foot",,,,,,,,
82,Kingsway,18-Jul-17,$9.99,77% (90%/80%),"50,000?..?100,000",00:15 (00:05),Andrew Morrish,Adult Swim Games,,,,,,,,
67,Disgaea-2-PC-/-È≠îÁ??¶Ë??á„Ç£?π„Ç¨?§„Ç¢2-PC,30-Jan-17,$19.99,77% (90%/81%),"50,000?..?100,000",00:35 (00:11),"Nippon Ichi Software, Inc.","NIS America, Inc.",,,,,,,,
56,Pyre,25-Jul-17,$19.99,77% (90%/82%),"200,000?..?500,000",00:48 (00:16),Supergiant Games,Supergiant Games,,,,,,,,
1363,Itineris,31-Jan-17,$0.99,8% (43%),"200,000?..?500,000",03:08 (03:48),Vyacheslav Notbad,Zotdinex,,,,,,,,
987,Fight-or-Die,6-Jan-17,$5.99,8% (43%),"100,000?..?200,000",00:00 (00:00),Vyacheslav Shilikhin,Vyacheslav Shilikhin,,,,,,,,
5143,Yeti-Adventure,8-Mar-17,$0.99,8% (43%),"100,000?..?200,000",11:21 (03:47),,,,,,,,,,
2381,Fragmented,15-Aug-17,$1.39,8% (43%),"50,000?..?100,000",00:00 (00:00),Above and Beyond Technologies,Above and Beyond Technologies,,,,,,,,
1658,Dragon-Blood,31-Jan-17,Free,8% (43%),"20,000?..?50,000",00:00 (00:00),TeamTop Games,101XP,,,,,,,,
1944,ROKH,16-May-17,$19.99,8% (43%),"0?..?20,000",00:00 (00:00),Nvizzio Creations,Darewise Entertainment,,,,,,,,
5900,Master-of-Magic-Chess,23-May-17,Free,8% (43%),"0?..?20,000",00:00 (00:00),The Ninth Art,The Ninth Art,,,,,,,,
3082,Mission-Escape-from-Island,5-Jul-17,$1.99,8% (44%),"100,000?..?200,000",00:00 (00:00),Falcoware,Atriagames,,,,,,,,
4974,Heroes-Evolved,Jan-17,N/A,8% (44%),"100,000?..?200,000",00:00 (00:00),Net Dragon,R2Games,,,,,,,,
419,My-Free-Zoo,28-Nov-17,Free,8% (44%),"50,000?..?100,000",00:15 (00:05),"KING Art, upjers",upjers,,,,,,,,
5121,iREC,16-Jan-17,Free,8% (44%),"50,000?..?100,000",02:02 (00:40),Labory,Mamilos Club Studios,,,,,,,,
1850,The-Horus-Heresy-Battle-of-Tallarn---Iron-Edition,8-Feb-17,$9.99,8% (44%),"0?..?20,000",00:00 (00:00),HexWar Games,HexWar Games,,,,,,,,
2461,Heavy-Gear-Assault,10-Feb-17,$39.99,8% (44%),"0?..?20,000",00:00 (00:00),MekTek Studios,Stompy Bot Productions,,,,,,,,
3272,Community-Inc,3-Aug-17,$14.99,8% (44%),"0?..?20,000",00:00 (00:00),T4 Interactive,tinyBuild,,,,,,,,
5922,TITANS-Dawn-of-Tribes,15-Jun-17,$9.99,8% (44%),"0?..?20,000",00:00 (00:00),"34BigThings srl, Event Horizon Studios",IndieGala,,,,,,,,
6252,Crazy-Scientist,19-Sep-17,$3.99,8% (44%),"0?..?20,000",00:00 (00:00),Vyacheslav Shilikhin,Vyacheslav Shilikhin,,,,,,,,
6545,ZRoll,17-Apr-17,$0.99,8% (45%),"200,000?..?500,000",03:16 (02:47),"KxONE, Andrew Drumov, starmops",starmops,,,,,,,,
5910,Mouse-in-Lab,1-Feb-17,$0.99,8% (45%),"100,000?..?200,000",03:02 (02:01),,,,,,,,,,
1268,Lone-Warrior,16-Sep-17,$0.99,8% (45%),"50,000?..?100,000",01:32 (00:30),EHTechnology,EHTechnology,,,,,,,,
2327,RoBros,14-Jun-17,Free,8% (45%),"50,000?..?100,000",335:11 (111:43),Team B.R.O.S.,Team B.R.O.S.,,,,,,,,
3905,The-Parallax-Effect,31-Dec-17,Free,8% (45%),"50,000?..?100,000",00:00 (00:00),Danstarr13,Danstarr13,,,,,,,,
4062,Armored-Gear,27-Feb-17,$2.99,8% (45%),"50,000?..?100,000",03:50 (04:35),Crystal Box Team,Enjoy Games,,,,,,,,
2025,Poker-World---Single-Player,27-Aug-17,Free,8% (45%),"20,000?..?50,000",00:28 (00:09),"OrangeGames, YoudaGames",OrangeGames,,,,,,,,
2051,Dragon-Glory,10-Oct-17,Free,8% (45%),"20,000?..?50,000",00:00 (00:00),TeamTop Games,101XP,,,,,,,,
2079,Space-Girls,2-Oct-17,$0.99,8% (45%),"20,000?..?50,000",00:00 (00:00),,,,,,,,,,
467,Last-Soldier,11-Aug-17,N/A,8% (45%),"0?..?20,000",00:00 (00:00),"38,9_Degrees","38,9_Degrees",,,,,,,,
2484,King-of-Bali,21-Jul-17,$1.99,8% (45%),"0?..?20,000",00:00 (00:00),King Key Games,King Key Games,,,,,,,,
2806,Factory-Engineer,20-Mar-17,$9.99,8% (45%),"0?..?20,000",00:00 (00:00),Mind Leak,Mind Leak,,,,,,,,
2840,AOK-Adventures-Of-Kok,18-Aug-17,$0.99,8% (45%),"0?..?20,000",00:00 (00:00),Deep dark fantasy games,ILLUMICORP,,,,,,,,
2848,FEMINAZI-3000,19-Sep-17,$0.99,8% (45%),"0?..?20,000",00:01 (00:00),Paradox Terminal,Back To Basics Gaming,,,,,,,,
5732,STEAM-HAMMER,12-May-17,$9.99,8% (45%),"0?..?20,000",00:00 (00:00),SF team,Big Way,,,,,,,,
349,Inner-Chains,18-May-17,$19.99,8% (45%/40%),"0?..?20,000",00:00 (00:00),Telepaths Tree,IMGN.PRO,,,,,,,,
2379,The-Long-Dark,1-Aug-17,$29.99,80% (91%),"1,000,000?..?2,000,000",04:21 (01:47),Hinterland Studio Inc.,Hinterland Studio Inc.,,,,,,,,
3030,Tricolour-Lovestory,20-Sep-17,$1.99,80% (91%),"500,000?..?1,000,000",10:57 (01:46),HL-Galgame,SakuraGame,,,,,,,,
1304,Material-Girl,20-Jun-17,$1.99,80% (91%),"200,000?..?500,000",01:17 (01:55),Dieselmine,Paradise Project,,,,,,,,
2545,Eternal-Hour-Golden-Hour,27-Nov-17,Free,80% (91%),"100,000?..?200,000",02:50 (00:56),Seventh Heart Studios,Sekai Project,,,,,,,,
3423,Death-Coming,6-Nov-17,$6.99,80% (91%),"100,000?..?200,000",01:21 (01:52),NEXT Studio,"NEXT Studio, Zodiac Interactive",,,,,,,,
1266,Empires-of-the-Undergrowth,1-Dec-17,$19.99,80% (91%),"50,000?..?100,000",03:40 (01:13),Slug Disco Studios,Slug Disco Studios,,,,,,,,
1366,HIBIKAKEYIRONOKISEKI-/-Ë£ÇËâ≤?ÑÂ?Ëø?/-?≤„Å≥?ã„??≤„ÅÆ?≠„Çª??Dec-14," 2017""",Free,80% (91%),"50,000?..?100,000",00:02 (00:00),ecoddr,"Pujia8 Studio, Gamera Game",,,,,,,,
1455,Zup!-5,13-Jun-17,$0.99,80% (91%),"50,000?..?100,000",01:50 (01:49),Quiet River,Quiet River,,,,,,,,
3666,Press-X-to-Not-Die,6-Oct-17,$2.99,80% (91%),"50,000?..?100,000",00:06 (00:03),All Seeing Eye Games,All Seeing Eye Games,,,,,,,,
4745,Another-Adventure,10-Mar-17,$1.99,80% (91%),"50,000?..?100,000",00:00 (00:00),ThankCreate Studio,"ThankCreate Studio, WhisperGames",,,,,,,,
675,Nevrosa-Prelude,23-Feb-17,Free,80% (91%),"20,000?..?50,000",01:21 (00:27),GexagonVR,GexagonVR,,,,,,,,
1328,AngerForce-Reloaded,14-Sep-17,$9.99,80% (91%),"20,000?..?50,000",00:00 (00:00),Screambox Studio,Zodiac Interactive,,,,,,,,
2201,Silver,2-Jun-17,$5.99,80% (91%),"20,000?..?50,000",00:00 (00:00),"Infogrames, Spiral House, THQ Nordic",THQ Nordic,,,,,,,,
2755,Spookys-Jump-Scare-Mansion-HD-Renovation,1-Mar-17,$9.99,80% (91%),"20,000?..?50,000",00:00 (00:00),Albino Moose Games,Albino Moose Games,,,,,,,,
2847,Serious-Sam-3-VR-BFE,9-Nov-17,$39.99,80% (91%),"20,000?..?50,000",00:00 (00:00),Croteam VR,"Devolver Digital, Croteam Publishing",,,,,,,,
3645,EvilMorph,3-Feb-17,$3.99,80% (91%),"20,000?..?50,000",00:00 (00:00),ClickGames,ClickGames,,,,,,,,
4084,OhSir!-The-Hollywood-Roast,31-May-17,$3.99,80% (91%),"20,000?..?50,000",00:14 (00:09),Vile Monarch,Good Shepherd Entertainment,,,,,,,,
4112,Oik-2,28-Mar-17,$0.99,80% (91%),"20,000?..?50,000",00:00 (00:00),Dr_Crewcut,Dr.Crewcut,,,,,,,,
4380,Sounds-of-Her-Love,9-Mar-17,Free,80% (91%),"20,000?..?50,000",00:00 (00:00),ds-sans,DEVGRU-P,,,,,,,,
5282,Cooking-Witch,18-May-17,$1.99,80% (91%),"20,000?..?50,000",00:00 (00:00),VaragtP,VaragtP,,,,,,,,
5525,#monstercakes,5-May-17,$0.99,80% (91%),"20,000?..?50,000",03:01 (02:00),Paleno Games,Paleno Games,,,,,,,,
5863,Fantasia-of-the-Wind---È£é‰?ÂπªÊÉ≥??Oct-25," 2017""",$3.99,80% (91%),"20,000?..?50,000",00:00 (00:00),Fantasia Studio,Fantasia Studio,,,,,,,,
6042,Crimson-Imprint-plus--Nonexistent-Christmas-,1-Dec-17,$1.99,80% (91%),"20,000?..?50,000",84:35 (81:57),Hollowings,Hollowings,,,,,,,,
6087,Invisigun-Heroes,8-Feb-17,Free,80% (91%),"20,000?..?50,000",00:06 (00:03),Sombr Studio,Sombr Studio,,,,,,,,
6251,Succubus-Rem,19-Dec-17,$1.99,80% (91%),"20,000?..?50,000",00:16 (00:07),?®„??Ñ„??ì„??ãÔ?,Paradise Project,,,,,,,,
6378,Sky-Rogue,24-Aug-17,$19.99,80% (91%),"20,000?..?50,000",00:02 (00:00),Fractal Phase,Fractal Phase,,,,,,,,
800,Tracks---The-Train-Set-Game,28-Sep-17,$19.99,80% (91%),"0?..?20,000",01:01 (01:21),Whoop Group,Excalibur Games,,,,,,,,
856,Tokyo-Xanadu-eX+,8-Dec-17,$59.99,80% (91%),"0?..?20,000",26:25 (13:07),Nihon Falcom,Aksys Games,,,,,,,,
974,Sphinx-and-the-Cursed-Mummy,10-Nov-17,$14.99,80% (91%),"0?..?20,000",00:00 (00:00),"Eurocom, THQ Nordic",THQ Nordic,,,,,,,,
980,Lines,8-Jun-17,$4.99,80% (91%),"0?..?20,000",00:01 (00:00),Gamious,Gamious,,,,,,,,
1171,YOBA,17-Aug-17,$3.99,80% (91%),"0?..?20,000",00:00 (00:00),PEKA Gaming,Besedka,,,,,,,,
1913,Geo,31-Jan-17,$8.99,80% (91%),"0?..?20,000",01:19 (00:52),Windybeard,Windybeard,,,,,,,,
2206,Armored-Kitten,30-Sep-17,$2.99,80% (91%),"0?..?20,000",00:00 (00:00),Ducat,Ducat,,,,,,,,
2373,Pixel-Shinobi-Nine-demons-of-Mamoru,10-May-17,$10.99,80% (91%),"0?..?20,000",02:19 (00:49),Ametist studio,Ametist studio,,,,,,,,
2573,Runic-Rampage---Action-RPG,17-May-17,$6.99,80% (91%),"0?..?20,000",00:00 (00:00),Electrocosmos,Electrocosmos,,,,,,,,
3153,The-Disney-Afternoon-Collection,18-Apr-17,$19.99,80% (91%),"0?..?20,000",00:00 (00:00),"Capcom, Digital Eclipse",Capcom,,,,,,,,
3599,Asyula-?πË?‰πãÈìæ,9-Aug-17,$1.99,80% (91%),"0?..?20,000",00:02 (00:00),ShiinaYashiro,ShiinaYashiro,,,,,,,,
3828,A-Rose-in-the-Twilight-/-?≠„Çº?®È??è„ÅÆ?§Â?,11-Apr-17,$19.99,80% (91%),"0?..?20,000",00:00 (00:00),"Nippon Ichi Software, Inc.","NIS America, Inc.",,,,,,,,
4707,Gary-Grigsbys-War-in-the-West,3-Aug-17,$79.99,80% (91%),"0?..?20,000",00:00 (00:00),2by3 Games,Slitherine Ltd.,,,,,,,,
4883,?ãË?‰∏ùÁ??é‰?‰ø°‰ª∞-Cryste-the-Faith-of-Fire-Vol1,17-May-17,$9.99,80% (91%),"0?..?20,000",00:00 (00:00),Salvation,"?Ä?üÂà∂‰ΩúÂÆ§, ËΩªÊ?",,,,,,,,
4954,Charlie-Murder,12-May-17,$9.99,80% (91%),"0?..?20,000",00:00 (00:00),Ska Studios,Ska Studios,,,,,,,,
4962,Haque,22-Nov-17,$14.99,80% (91%),"0?..?20,000",00:00 (00:00),SuperTry Studios,SuperTry Studios,,,,,,,,
5479,TinkerQuarry,12-Jun-17,Free,80% (91%),"0?..?20,000",335:11 (111:43),,Caprizant Games,,,,,,,,
5841,Cinderella-Escape-2-Revenge,6-Oct-17,$14.99,80% (91%),"0?..?20,000",00:00 (00:00),Hajime Doujin Circle,Hajime Doujin Circle,,,,,,,,
6477,BOXVR,13-Jun-17,$19.99,80% (91%),"0?..?20,000",01:14 (00:43),FitXR,FitXR,,,,,,,,
6594,Blazing-Beaks,15-Nov-17,$9.99,80% (91%),"0?..?20,000",00:00 (00:00),Applava,Applava,,,,,,,,
6756,Spark-the-Electric-Jester,10-Apr-17,$7.99,80% (91%),"0?..?20,000",00:01 (00:00),Feperd Games,Feperd Games,,,,,,,,
314,Behold-the-Kickmen,20-Jul-17,$3.99,80% (91%/58%),"0?..?20,000",00:00 (00:00),Size Five Games,Size Five Games,,,,,,,,
230,Tokyo-Dark,7-Sep-17,$17.99,80% (91%/70%),"20,000?..?50,000",00:00 (00:00),Cherrymochi,Square Enix,,,,,,,,
220,OVIVO,12-May-17,$4.99,80% (91%/71%),"0?..?20,000",00:00 (00:00),IzHard,IzHard,,,,,,,,
163,Last-Day-of-June,31-Aug-17,$19.99,80% (91%/75%),"100,000?..?200,000",09:03 (06:21),Ovosonico,505 Games,,,,,,,,
157,Attentat-1942,31-Oct-17,$10.99,80% (91%/75%),"0?..?20,000",00:00 (00:00),"Charles University, Czech Academy of Sciences","Charles University, Czech Academy of Sciences",,,,,,,,
117,Vaporum,28-Sep-17,$19.99,80% (91%/78%),"0?..?20,000",00:00 (00:00),"Fatbot Games, s. r. o.","Fatbot Games, s. r. o.",,,,,,,,
88,The-Evil-Within-2,12-Oct-17,$59.99,80% (91%/80%),"100,000?..?200,000",09:27 (20:06),Tango Gameworks,Bethesda Softworks,,,,,,,,
52,RESIDENT-EVIL-7-biohazard-/-BIOHAZARD-7-resident-evil,23-Jan-17,$29.99,80% (91%/83%),"500,000?..?1,000,000",04:33 (01:37),"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",,,,,,,,
50,Hellblade-Senuas-Sacrifice,8-Aug-17,$29.99,80% (91%/83%),"200,000?..?500,000",00:53 (00:46),Ninja Theory,Ninja Theory,,,,,,,,
7,Rez-Infinite,9-Aug-17,$24.99,80% (91%/89%),"20,000?..?50,000",00:29 (00:24),"Monstars Inc., Resonair",Enhance,,,,,,,,
3,Bayonetta,11-Apr-17,$19.99,80% (91%/90%),"500,000?..?1,000,000",02:36 (01:35),PlatinumGames,SEGA,,,,,,,,
2,OKAMI-HD-/-Â§ßÁ?-Áµ∂ÊôØ??Dec-12," 2017""",$19.99,80% (91%/92%),"100,000?..?200,000",05:29 (06:07),"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",,,,,,,,
5481,We-Were-Here,3-Feb-17,Free,84% (92%),"1,000,000?..?2,000,000",01:18 (01:48),Total Mayhem Games,Total Mayhem Games,,,,,,,,
2995,Zup!-Zero,6-Apr-17,$0.99,84% (92%),"50,000?..?100,000",71:27 (95:07),Quiet River,Quiet River,,,,,,,,
4356,Elise-the-Devil,1-Nov-17,$1.99,84% (92%),"50,000?..?100,000",00:36 (01:07),Dieselmine,Paradise Project,,,,,,,,
