X.,Game,Url,Release.date,Price,Score.rank.Userscore...Metascore.,Owners,Playtime..Median.,Developer.s.,Publisher.s.
1547,Moonlight Minions,Moonlight-Minions,22-Oct-14,$0.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Shorebound Studios,Shorebound Studios
1484,Moorhuhn / Crazy Chicken Tales,Moorhuhn-/-Crazy-Chicken-Tales,30-Sep-14,$1.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Coreplay,Libredia
801,Moorhuhn: Tiger and Chicken,Moorhuhn-Tiger-Chicken,24-Sep-14,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Deck 13,Young Fun Studio
1388,Morphopolis,Morphopolis,14-Aug-14,$3.99,58% (83%),"200,000?..?500,000",00:09 (00:03),"Dan Walters, Ceri Williams",Dan Walters
1627,Moto Racer Collection,motogp-14,2-Oct-14,$9.99,7% (41%),"20,000?..?50,000",00:00 (00:00),Microids,Microids
100,MotoGP14,MotoGP14-Compact,20-Jun-14,$19.99,11% (49%/76%),"20,000?..?50,000",16:08 (10:43),Milestone S.r.l.,"Plug In Digital, Milestone S.r.l."
1369,MotoGP14 Compact,Moto-Racer-Collection,21-Nov-14,$9.99,3% (30%),"0?..?20,000",00:00 (00:00),Milestone S.r.l.,Milestone S.r.l.
1503,Motorama,Motorama,21-Nov-14,$19.99,4% (34%),"100,000?..?200,000",00:01 (00:00),251 Games,KISS ltd
1139,Motorcycle Club,Motorcycle-Club,28-Nov-14,$9.99,2% (20%),"0?..?20,000",00:00 (00:00),Kylotonn Entertainment,"Bigben Interactive, Plug In Digital"
1418,Motte Island,Motte-Island,7-Apr-14,$4.99,71% (88%),"20,000?..?50,000",00:00 (00:00),Gamebell Studio,One Aperture
1247,Mount Your Friends,Mountain,29-Jul-14,$4.99,90% (94%),"500,000?..?1,000,000",02:24 (02:51),Stegersaurus Software Inc.,Stegersaurus Software Inc.
557,Mountain,Mount-Your-Friends,18-Aug-14,$0.99,71% (88%),"200,000?..?500,000",13:28 (01:14),David OReilly,"Double Fine Presents, David OReilly"
156,MouseCraft,MouseCraft,8-Jul-14,$9.99,63% (85%/72%),"20,000?..?50,000",00:15 (00:05),Crunching Koalas,Crunching Koalas
1452,Movie Studio Boss: The Sequel,Movie-Studio-Boss-The-Sequel,17-Dec-14,$9.99,2% (21%),"0?..?20,000",00:00 (00:00),Eddy & Gary & Friends,
987,Mr. Bree+,Mr-Bree+,1-May-14,$2.99,68% (87%),"20,000?..?50,000",00:00 (00:00),TawStudio Entertainment,TawStudio Entertainment
537,Muffin Knight,Muffin-Knight,14-May,$6.99,66% (86%),"50,000?..?100,000",00:22 (00:07),Angry Mob Games,Angry Mob Games
1650,Munich Bus Simulator,Munich-Bus-Simulator,7-Apr-14,$14.99,8% (44%),"20,000?..?50,000",00:00 (00:00),TML-Studios,Aerosoft GmbH
211,Munin,Munin,10-Jun-14,$4.99,60% (84%/68%),"100,000?..?200,000",00:00 (00:00),Gojira,Daedalic Entertainment
944,Murder Miners,Murdered-Soul-Suspect,25-Jul-14,$0.99,58% (83%),"500,000?..?1,000,000",32:31 (01:43),JForce Games,JForce Games
306,Murdered: Soul Suspect,Murder-Miners,3-Jun-14,$29.99,63% (85%/59%),"500,000?..?1,000,000",01:01 (01:21),Airtight Games,Square Enix
1649,MXGP - The Official Motocross Videogame,MXGP-The-Official-Motocross-Videogame,28-Mar-14,$19.99,45% (77%),"50,000?..?100,000",06:02 (02:00),Milestone S.r.l.,"Plug In Digital, Milestone S.r.l."
1128,MXGP - The Official Motocross Videogame Compact,MXGP---The-Official-Motocross-Videogame-Compact,3-Dec-14,$9.99,27% (66%),"0?..?20,000",00:00 (00:00),Milestone S.r.l.,Milestone S.r.l.
1513,My Best Friends - Cats & Dogs,My-Best-Friends---Cats-Dogs,27-Mar-14,$14.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Sproing,familyplay
1343,My Ex-Boyfriend the Space Tyrant,My-Ex-Boyfriend-the-Space-Tyrant,21-Jul-14,$14.99,38% (73%),"0?..?20,000",00:00 (00:00),Up Multimedia,Up Multimedia
723,My Lands: Black Gem Hunting,My-Lands-Black-Gem-Hunting,16-Sep-14,Free,63% (85%),"200,000?..?500,000",00:00 (00:00),"Gravvit Ltd, Forbes Consult Ltd",ELYLAND INVESTMENT COMPANY Ltd
919,My Pet Hotel,My-Pet-Hotel,27-Mar-14,$14.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Independent Arts Software,familyplay
1065,My Pet Hotel 2,My-Pet-Hotel-2,27-Mar-14,$14.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Independent Arts Software,familyplay
1697,My Riding Stables: Life with Horses,My-Riding-Stables-Life-with-Horses,27-Mar-14,$14.99,53% (81%),"0?..?20,000",00:00 (00:00),Sproing,familyplay
1090,My Riding Stables: Your Horse world,My-Riding-Stables-Your-Horse-world,28-Mar-14,$14.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Radon Labs GmbH,familyplay
394,My Vet Practice - In the Country,Mystery-Expedition-Prisoners-of-Ice,27-Mar-14,$14.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Independent Arts Software,familyplay
691,Mystery Expedition: Prisoners of Ice,Mystic-Towers,18-Feb-14,$6.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Lazy Turtle Games,Tri Synergy
696,Mystic Towers,Mythos-The-Beginning---Directors-Cut,5-May-14,$4.99,N/A (N/A),"50,000?..?100,000",00:00 (00:00),Animation F/X,3D Realms (Apogee Software)
758,Mythos: The Beginning - Director's Cut,Myths-Of-Orion-Light-From-The-North,27-Oct-14,$5.99,30% (68%),"0?..?20,000",00:00 (00:00),Dark Gaia Studios,Degica
937,Myths Of Orion: Light From The North,My-Vet-Practice---In-the-Country,3-Dec-14,$6.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Cateia Games,Libredia Entertainment
250,NaissanceE,NaissanceE,13-Feb-14,Free,45% (77%/66%),"100,000?..?200,000",00:00 (00:00),Limasse Five,Limasse Five
1100,NAM,NAM,6-Nov-14,$6.99,51% (80%),"20,000?..?50,000",00:00 (00:00),TNT Team,"Retroism, Nightdive Studios"
1659,Namariel Legends: Iron Lord Premium Edition,namariel-legends-the-iron-lord,9-Jul-14,$6.99,77% (90%),"50,000?..?100,000",00:00 (00:00),Shaman Games Studio,PlayRIX
883,Nameless ~The one thing you must recall~,Nameless-~The-one-thing-you-must-recall~,24-Dec-14,$29.99,90% (94%),"0?..?20,000",00:00 (00:00),"Sujin Ri, Yunjeong Yun, Hyein Go, Minsu Ock, Marcos Arroyo, Seona Lee, Sohyeon Jeon",Cheritz
1613,Nanofights,Nanofights,11-Dec-14,$1.99,N/A (N/A),"20,000?..?50,000",00:00 (00:00),Quantumfrog,Libredia
297,NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,NARUTO-SHIPPUDEN-Ultimate-Ninja-STORM-Revolution,15-Sep-14,$29.99,51% (80%/61%),"200,000?..?500,000",01:33 (01:51),"CyberConnect2 Co., Ltd.",BANDAI NAMCO Entertainment
1250,National Zombie Park,National-Zombie-Park,15-Dec-14,$7.99,2% (18%),"100,000?..?200,000",00:00 (00:00),Paper Games,Paper Games
502,Near Impact,Near-Impact,16-Sep-14,$9.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Sonalysts Combat Simulations,Strategy First
1634,Nearwood - Collector's Edition,nearwood,16-Apr-14,$9.99,71% (88%),"20,000?..?50,000",01:27 (00:29),MagicIndie,Viva Media
1297,Necronomicon: The Dawning of Darkness,Necronomicon-The-Dawning-of-Darkness,11-Jul-14,$4.99,5% (35%),"20,000?..?50,000",00:00 (00:00),Cryo Interactive,Microids
1453,NEKOPARA Vol. 1,NEKOPARA-Vol-1,29-Dec-14,$9.99,95% (96%),"500,000?..?1,000,000",15:26 (00:59),NEKO WORKs,Sekai Project
82,NEO Scavenger,Neocolonialism,15-Dec-14,$14.99,74% (89%/77%),"100,000?..?200,000",00:52 (00:56),Blue Bottle Games,Blue Bottle Games
684,Neocolonialism,NEO-Scavenger,1-Dec-14,$2.99,N/A (N/A),"0?..?20,000",00:00 (00:00),"Subaltern Games, LLC","Subaltern Games, LLC"
1511,NEStalgia,NEStalgia,15-Apr-14,$9.99,34% (71%),"20,000?..?50,000",00:00 (00:00),Silk Games,Silk Games
321,Nether: Resurrected,nether,5-Jun-14,$4.99,7% (42%/57%),"500,000?..?1,000,000",00:20 (00:06),Phosphor Games Studio,"Nether Productions, LLC"
1019,Never Alone (Kisima Ingitchuna),Never-Alone-(Kisima-Ingitchuna),18-Nov-14,$14.99,56% (82%),"200,000?..?500,000",04:33 (01:31),"Upper One Games, E-Line Media",E-Line Media
220,Neverending Nightmares,Neverending-Nightmares,26-Sep-14,$14.99,41% (75%/68%),"100,000?..?200,000",00:00 (00:00),Infinitap Games,Infinitap Games
1108,New York Bus Simulator,New-York-Bus-Simulator,6-Aug-14,$9.99,10% (48%),"0?..?20,000",00:00 (00:00),TML-Studios,Aerosoft GmbH
1677,Nicolas Eymerich - The Inquisitor - Book 1 : The Plague,nicolas-eymerich---the-inquisitor-book-1-the-plague,30-Apr-14,$4.99,16% (56%),"20,000?..?50,000",00:00 (00:00),Ticonblu,Microids Indie
672,Nicole,Nicole,25-Jul-14,$18.99,49% (79%),"0?..?20,000",00:00 (00:00),Winter Wolves,Winter Wolves
43,Nidhogg,Nidhogg,13-Jan-14,$9.99,68% (87%/81%),"500,000?..?1,000,000",00:31 (00:24),Messhof,Messhof
570,Nightmares from the Deep 2: The Siren`s Call,nightmares-from-the-deep-2-the-sirens-call,15-May-14,$9.99,90% (94%),"50,000?..?100,000",01:53 (01:15),Artifex Mundi,Artifex Mundi
1470,Nightmares from the Deep: The Cursed Heart,Nightmares-from-the-Deep-The-Cursed-Heart,5-Feb-14,$9.99,84% (92%),"100,000?..?200,000",03:36 (01:12),Artifex Mundi,Artifex Mundi
718,Ninja Cats vs Samurai Dogs,Ninja-Cats-vs-Samurai-Dogs,21-Feb-14,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Eutechnyx,Eutechnyx
680,NOBUNAGA'S AMBITION: Souzou (Traditional Chinese version),NOBUNAGAS-AMBITION-Souzou-(Traditional-Chinese-version),14-Aug,$24.99,66% (86%),"20,000?..?50,000",00:22 (00:07),"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD."
1626,Noir Syndrome,Noir-Syndrome,4-Jun-14,$6.99,22% (62%),"20,000?..?50,000",00:00 (00:00),Glass Knuckle Games,Glass Knuckle Games
1414,NoLimits 2 Roller Coaster Simulation,NoLimits-2-Roller-Coaster-Simulation,21-Aug-14,$39.99,74% (89%),"20,000?..?50,000",09:34 (03:11),Ole Lange,Mad Data GmbH & Co. KG
547,Northmark: Hour of the Wolf,Northmark-Hour-of-the-Wolf,2-Aug-14,$9.99,68% (87%),"20,000?..?50,000",00:00 (00:00),Rake in Grass,Rake in Grass
182,Nosferatu: The Wrath of Malachi,Nosferatu-The-Wrath-of-Malachi,6-Mar-14,$2.99,71% (88%/70%),"200,000?..?500,000",00:36 (00:46),Idol FX,Funbox Media Ltd
180,Nostradamus: The Last Prophecy,Nostradamus-The-Last-Prophecy,24-Apr-14,$4.99,33% (70%/70%),"50,000?..?100,000",00:00 (00:00),Microids,Microids
1084,NS2: Combat,NS2-Combat,31-Oct-14,Free,13% (53%),"20,000?..?50,000",00:00 (00:00),Faultline Games,Unknown Worlds Entertainment
1644,Numba Deluxe,Numba-Deluxe,23-May-14,$2.99,56% (82%),"200,000?..?500,000",00:00 (00:00),Cobra Mobile,KISS ltd
579,Nux,Nux,15-Aug-14,$6.99,8% (44%),"200,000?..?500,000",01:40 (00:35),Idigicon,KISS ltd
1577,Oblivious Garden ~Carmina Burana,Oblivious-Garden-~Carmina-Burana,12-Dec-14,$14.99,74% (89%),"0?..?20,000",00:00 (00:00),"CorypheeSoft, DigitalEZ",DigitalEZ
929,Obludia,Obludia,18-Jul-14,$4.99,6% (39%),"20,000?..?50,000",00:00 (00:00),FobTi interactive,FobTi interactive
269,Obscure,Obscure,10-Mar-14,$6.99,87% (93%/63%),"50,000?..?100,000",00:00 (00:00),Hydravision Entertainment,Mighty Rocket Studio
312,Obscure II (Obscure: The Aftermath),obscure-the-aftermath,10-Mar-14,$9.99,49% (79%/59%),"50,000?..?100,000",00:00 (00:00),Hydravision Entertainment,Mighty Rocket Studio
1443,OCEAN CITY RACING: Redux,ocean-city-racing,14-Nov-14,$2.99,4% (33%),"50,000?..?100,000",00:00 (00:00),"OCR Dev Team, Onur Uça",
203,Octodad: Dadliest Catch,Octodad-Dadliest-Catch,30-Jan-14,$14.99,84% (92%/69%),"500,000?..?1,000,000",00:53 (00:48),Young Horses,Young Horses
565,Of Guards And Thieves,of-guards-and-thieves,16-Jul-14,Free,60% (84%),"200,000?..?500,000",02:10 (01:08),Subvert Games,Subvert Games
300,Oknytt,Oknytt,4-Apr-14,$4.99,87% (93%/61%),"50,000?..?100,000",02:32 (00:50),Nemoria Entertainment,Nemoria Entertainment
78,OlliOlli,OlliOlli,22-Jul-14,$12.99,58% (83%/78%),"100,000?..?200,000",00:21 (00:07),"Roll7, General Arcade",Devolver Digital
1598,OMG Zombies!,OMG-Zombies!,13-Feb-14,$4.99,49% (79%),"20,000?..?50,000",00:00 (00:00),Laughing Jackal LTD,Ghostlight LTD
1006,One Day For Ched,One-Day-For-Ched,12-Sep-14,$3.99,1% (12%),"50,000?..?100,000",00:00 (00:00),BS1 & BSL Team,Strategy First
495,One Finger Death Punch,One-Finger-Death-Punch,3-Mar-14,$4.99,99% (98%),"500,000?..?1,000,000",00:46 (00:22),Silver Dollar Games,Silver Dollar Games
1293,One Late Night: Deadline,One-Late-Night-Deadline,22-Dec-14,$7.99,3% (25%),"0?..?20,000",00:00 (00:00),Black Curtain Studio,Black Curtain Studio
1195,One Way Heroics,One-Way-Heroics,28-Feb-14,$3.49,90% (94%),"200,000?..?500,000",00:38 (00:25),Smoking WOLF,AGM PLAYISM
1226,Oniken: Unstoppable Edition,Oniken-Unstoppable-Edition,5-Feb-14,$4.99,63% (85%),"100,000?..?200,000",02:06 (00:42),JoyMasher,JoyMasher
358,Only If,Only-If,25-Jul-14,Free,23% (63%/39%),"1,000,000?..?2,000,000",02:10 (00:43),Creability,Creability
1618,ORB,ORB,13-Mar-14,$4.99,45% (77%),"20,000?..?50,000",00:00 (00:00),Strategy First,Strategy First
308,Orbital Gear,Orbital-Gear,7-Aug-14,$9.99,58% (83%/59%),"200,000?..?500,000",00:00 (00:00),Night Node,Night Node
1309,Orborun,Orborun,5-Sep-14,$5.99,66% (86%),"100,000?..?200,000",00:00 (00:00),Tiny Lab Productions,Digerati Distribution
1446,Orc Attack: Flatulent Rebellion,Orc-Attack-Flatulent-Rebellion,15-May-14,$9.99,2% (21%),"20,000?..?50,000",00:00 (00:00),Casual Brothers,Reverb
383,Organic Panic,Organic-Panic,14-May-14,N/A,N/A (N/A),"0?..?20,000",00:00 (00:00),Last Limb LLC,GameMill
294,Original War,Original-War,27-Jan-14,$4.99,84% (92%/61%),"100,000?..?200,000",01:19 (00:26),Altar Games,Bohemia Interactive
1496,OTTTD,OTTTD,6-Aug-14,$7.99,51% (80%),"50,000?..?100,000",00:00 (00:00),SMG Studio,SMG Studio
120,Our Darker Purpose,Our-Darker-Purpose,29-Jan-14,$14.99,53% (81%/74%),"50,000?..?100,000",00:00 (00:00),Avidly Wild Games,Avidly Wild Games
1222,Outcast 1.1,Outcast-11,18-Dec-14,$5.99,90% (94%),"50,000?..?100,000",00:00 (00:00),Fresh3D,Fresh3D
26,Outland,Outland,29-Sep-14,$9.99,49% (79%/83%),"1,000,000?..?2,000,000",00:02 (00:01),Housemarque,Housemarque
469,Over The Void,overcast---walden-and-the-werewolf,11-Nov-14,$4.99,31% (69%),"20,000?..?50,000",00:00 (00:00),Exquisite Games,Exquisite Games
1073,Overcast - Walden and the Werewolf,Over-The-Void,18-Apr-14,$0.99,19% (60%),"500,000?..?1,000,000",112:40 (112:08),Microblast Games,Microblast Games
1099,Pacific Liberation Force,Pacific-Liberation-Force,16-Sep-14,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Team 6 Studios,Strategy First
1492,PAC-MAN MUSEUM,PAC-MAN-MUSEUM,25-Feb-14,$19.99,22% (62%),"0?..?20,000",00:00 (00:00),BANDAI NAMCO Studio Inc.,BANDAI NAMCO Entertainment
1129,Paganitzu,Paganitzu,5-May-14,$4.99,N/A (N/A),"50,000?..?100,000",00:00 (00:00),3D Realms (Apogee Software),3D Realms (Apogee Software)
1612,Pajama Sam 2: Thunder And Lightning Aren't So Frightening,pajama-sam-2-thunder-and-lightning-arent-so-frightening,1-May-14,$6.99,97% (97%),"20,000?..?50,000",00:00 (00:00),Humongous Entertainment,"Humongous Entertainment, Nightdive Studios"
667,Pajama Sam 3: You Are What You Eat From Your Head To Your Feet,Pajama-Sam-3-You-Are-What-You-Eat-From-Your-Head-To-Your-Feet,15-May-14,$6.99,95% (96%),"20,000?..?50,000",00:00 (00:00),Humongous Entertainment,"Humongous Entertainment, Nightdive Studios"
1331,Pajama Sam 4: Life Is Rough When You Lose Your Stuff!,Pajama-Sam-Games-to-Play-on-Any-Day,29-May-14,$6.99,7% (41%),"20,000?..?50,000",00:00 (00:00),Humongous Entertainment,"Humongous Entertainment, Nightdive Studios"
431,Pajama Sam: Games to Play on Any Day,pajama-sam-life-is-rough-when-you-lose-your-stuff,23-Oct-14,$4.99,N/A (N/A),"20,000?..?50,000",00:00 (00:00),Humongous Entertainment,"Humongous Entertainment, Nightdive Studios"
1428,Pajama Sam: No Need to Hide When It's Dark Outside,Pajama-Sam-No-Need-to-Hide-When-Its-Dark-Outside,17-Apr-14,$6.99,97% (97%),"50,000?..?100,000",00:40 (00:13),Humongous Entertainment,"Humongous Entertainment, Nightdive Studios"
427,Pajama Sam's Lost & Found,Pajama-Sams-Lost-Found,6-Jun-14,$4.99,N/A (N/A),"20,000?..?50,000",00:00 (00:00),Humongous Entertainment,"Humongous Entertainment, Nightdive Studios"
804,Pajama Sam's Sock Works,pajama-sams-sockworks,6-Jun-14,$4.99,N/A (N/A),"20,000?..?50,000",00:00 (00:00),Humongous Entertainment,"Humongous Entertainment, Nightdive Studios"
213,Pandora: First Contact,Pandora-First-Contact,30-May-14,$29.99,23% (63%/68%),"20,000?..?50,000",00:00 (00:00),Proxy Studios,Slitherine Ltd.
54,Panzer Corps,Panzer-Corps,12-Mar-14,$19.99,80% (91%/80%),"100,000?..?200,000",00:00 (00:00),"Flashback Games, The Lordz Games Studio",Slitherine Ltd.
1646,Panzer Elite Action Gold Edition,Panzer-Elite-Action-Gold-Edition,16-May-14,$9.99,13% (52%),"20,000?..?50,000",07:52 (02:37),Zootfly,HandyGames
196,Panzer Tactics HD,Panzer-Tactics-HD,22-May-14,$9.99,31% (69%/69%),"20,000?..?50,000",00:00 (00:00),Sproing,THQ Nordic
964,Paper Monsters Recut,Paper-Monsters-Recut,23-Oct-14,$7.99,N/A (N/A),"0?..?20,000",00:00 (00:00),"Mobot Studios, Inc","Crescent Moon Games, LLC"
136,Paper Sorcerer,Paper-Sorcerer,22-Jan-14,$4.99,66% (86%/73%),"50,000?..?100,000",00:00 (00:00),Ultra Runaway Games,Ultra Runaway Games
643,Paradigm Shift,Paradigm-Shift,19-May-14,$1.99,N/A (N/A),"20,000?..?50,000",00:00 (00:00),Evilized Productions,Evilized productions
1229,Paranautical Activity: Deluxe Atonement Edition,Paranautical-Activity-Deluxe-Atonement-Edition,20-Oct-14,$9.99,34% (71%),"100,000?..?200,000",00:17 (00:05),Digerati Distribution,Digerati Distribution
1353,Paranormal State: Poison Spring,Paranormal-State-Poison-Spring,9-Apr-14,$9.99,45% (77%),"50,000?..?100,000",02:08 (00:42),Teyon,Legacy Games
482,Parkan 2,parkan-ii,16-Apr-14,$3.99,34% (71%),"50,000?..?100,000",00:00 (00:00),Nikita,1C Entertainment
129,Particulars,Particulars,19-Nov-14,$5.99,47% (78%/74%),"20,000?..?50,000",04:07 (01:22),SeeThrough Studios,SeeThrough Studios
1027,Passing Pineview Forest,Passing-Pineview-Forest,21-Nov-14,Free,28% (67%),"200,000?..?500,000",00:00 (00:00),VIS-Games,United Independent Entertainment GmbH
460,Pe-2: Dive Bomber,Pe-2-Dive-Bomber,6-Aug-14,$9.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Polynetix Studio,Polynetix Studio
93,Perimeter,Perimeter,3-Apr-14,$3.99,53% (81%/77%),"20,000?..?50,000",00:00 (00:00),K-D Lab,1C Entertainment
159,Perimeter: Emperor's Testament,Perimeter-Emperors-Testament,22-May-14,$3.99,N/A (N/A/72%),"20,000?..?50,000",00:00 (00:00),K-D Lab,1C Entertainment
837,Perpetuum,Perpetuum,17-Oct-14,$4.99,30% (68%),"20,000?..?50,000",00:00 (00:00),Avatar Creations,Gamestorm Ltd
403,Pharaoh's Tomb,Pharaohs-Tomb,5-May-14,N/A,N/A (N/A),"50,000?..?100,000",00:00 (00:00),3D Realms (Apogee Software),3D Realms (Apogee Software)
1665,Philia : the Sequel to Elansar,Philia--the-Sequel-to-Elansar,1-Jan-14,$1.99,N/A (N/A),"0?..?20,000",00:00 (00:00),OrionSoft,OrionSoft
1114,Phoenix Force,Phoenix-Force,13-Nov-14,$3.99,58% (83%),"50,000?..?100,000",00:26 (00:08),Awoker Games,Awoker Games
132,Pier Solar and the Great Architects,pier-solar-and-the-great-architects,29-Sep-14,$14.99,30% (68%/73%),"20,000?..?50,000",00:00 (00:00),WaterMelon,WaterMelon
1227,Pilot Brothers,Pilot-Brothers,18-Dec-14,$4.99,51% (80%),"0?..?20,000",00:00 (00:00),1C Wireless,1C Entertainment
1456,Pilot Brothers 2,Pilot-Brothers-2,31-Dec-14,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),1C Wireless,1C Entertainment
313,Pineview Drive,Pineview-Drive,31-Jul-14,$19.99,28% (67%/58%),"50,000?..?100,000",01:55 (00:38),VIS-Games,United Independent Entertainment GmbH
820,Pirate Hell,Pirate-Hell,7-Nov-14,$5.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Sascha Hartleb,Sascha Hartleb
936,Pitiri 1977,Pitiri-1977,7-Nov-14,$3.99,33% (70%),"50,000?..?100,000",00:00 (00:00),ILIKESCIFI Games,ILIKESCIFI Games
1199,Pivvot,Pivvot,14-Jul-14,$4.99,80% (91%),"0?..?20,000",00:00 (00:00),Fixpoint Productions Ltd.,Fixpoint Productions Ltd.
1630,Pixel Boy and the Ever Expanding Dungeon,Pixel-Boy,30-May-14,$0.99,23% (63%),"20,000?..?50,000",00:27 (00:09),Giant Box Games,Giant Box Games
1170,Pixel Hunter,Pixel-Hunter,17-Jul-14,$2.99,11% (49%),"20,000?..?50,000",00:00 (00:00),Lemondo Entertainment,Lemondo Entertainment
835,Pixel Piracy,Pixel-Piracy,31-Jul-14,$9.99,25% (65%),"500,000?..?1,000,000",02:06 (01:24),Vitali Kirpu,
627,Pixel Puzzles: Japan,Pixel-Puzzles-Japan,17-Apr-14,$6.99,45% (77%),"200,000?..?500,000",06:08 (02:02),DL Softworks,KISS ltd
1057,Pixel Puzzles: UndeadZ,Pixel-Puzzles-UndeadZ,6-Jun-14,$6.99,41% (75%),"200,000?..?500,000",10:28 (13:38),DL Softworks,KISS ltd
840,Planet Alcatraz,Planet-Alcatraz,16-Apr-14,$3.99,66% (86%),"20,000?..?50,000",00:00 (00:00),1C Entertainment,1C Entertainment
506,Planet Stronghold,planetarian-the-reverie-of-a-little-planet,5-May-14,$18.99,30% (68%),"20,000?..?50,000",00:00 (00:00),Winter Wolves,Winter Wolves
525,planetarian ~the reverie of a little planet~,Planet-Stronghold,12-Sep-14,$9.99,97% (97%),"20,000?..?50,000",00:00 (00:00),VisualArts/Key,Sekai Project
231,Platformines,Platformines,28-Mar-14,$9.99,41% (75%/67%),"100,000?..?200,000",00:00 (00:00),Magiko Gaming,BANDAI NAMCO Entertainment
1026,Platypus,Platypus,15-Aug-14,$6.99,90% (94%),"50,000?..?100,000",00:00 (00:00),Idigicon,KISS ltd
879,Platypus II,Platypus-II,15-Aug-14,$6.99,25% (65%),"200,000?..?500,000",01:30 (00:30),Idigicon,KISS ltd
1481,Point Perfect,Point-Perfect,17-Jul-14,$4.99,33% (70%),"20,000?..?50,000",00:00 (00:00),Highcastle Studios,Plug In Digital
654,Polarity,Polarity,4-Nov-14,$12.99,51% (80%),"500,000?..?1,000,000",02:40 (01:13),Bluebutton Games,Bluebutton Games
192,Poltergeist: A Pixelated Horror,Poltergeist-A-Pixelated-Horror,20-Oct-14,$7.99,N/A (N/A/70%),"0?..?20,000",00:00 (00:00),Glitchy Pixel,Glitchy Pixel
1067,POP: Methodology Experiment One,POP-Methodology-Experiment-One,10-Dec-14,$3.99,27% (66%),"0?..?20,000",00:00 (00:00),Rob Lach,Rob Lach Games
478,Post Master,Post-Master,7-Mar-14,$4.99,9% (46%),"100,000?..?200,000",02:00 (00:40),Excalibur,Excalibur Publishing
1162,Potatoman Seeks the Troof,Potatoman-Seeks-the-Troof,3-Dec-14,$3.99,56% (82%),"100,000?..?200,000",02:14 (00:44),Pixeljam,Pixeljam
436,Power-Up,Power-Up,29-Aug-14,$2.99,30% (68%),"100,000?..?200,000",00:00 (00:00),Psychotic Psoftware,Psychotic Psoftware
736,Pox Nora,Pox-Nora,15-Oct-14,Free,34% (71%),"200,000?..?500,000",00:00 (00:00),Desert Owl Games LLC,Desert Owl Games LLC
66,Praetorians,Praetorians,11-Apr-14,$4.99,45% (77%/78%),"100,000?..?200,000",00:00 (00:00),Pyro Studios,Kalypso Media Digital Ltd
1140,Prelogate,Prelogate,10-Dec-14,$3.99,87% (93%),"0?..?20,000",00:00 (00:00),blamedrop,blamedrop
1356,Pressured,Pressured,18-Jul-14,$2.99,12% (51%),"200,000?..?500,000",02:18 (00:59),Paul Marrable,KISS ltd
522,Pretentious Game,Pretentious-Game,20-May-14,$1.99,45% (77%),"20,000?..?50,000",00:00 (00:00),Keybol,Keybol
259,Prime World,Prime-World,31-Mar-14,Free,18% (59%/65%),"500,000?..?1,000,000",00:41 (00:41),Nival,Nival
571,Princess Isabella,Princess-Isabella,15-Apr-14,$4.99,41% (75%),"0?..?20,000",00:00 (00:00),Gogii Games,Strategy First
493,Princess Isabella - Return of the Curse,Princess-Isabella---Return-of-the-Curse,15-Apr-14,$4.99,60% (84%),"0?..?20,000",00:00 (00:00),Gogii Games,Strategy First
1044,Princess Remedy in a World of Hurt,Princess-Remedy-in-a-World-of-Hurt,1-Dec-14,Free,97% (97%),"100,000?..?200,000",00:01 (00:00),"Ludosity, Remar Games",Ludosity
1077,Pro Cycling Manager 2014,Probability-0,19-Jun-14,$9.99,24% (64%),"20,000?..?50,000",00:00 (00:00),Cyanide Studio,Focus Home Interactive
793,Pro Rugby Manager 2015,Probably-Archery,18-Sep-14,$9.99,2% (19%),"0?..?20,000",00:00 (00:00),Cyanide,505 Games
500,Pro Wrestling X,pro-cycling-manager-season-2014-le-tour-de-france,18-Nov-14,$9.99,18% (59%),"0?..?20,000",00:00 (00:00),Wrestling Gamers United,Wrestling Gamers United
833,Probability 0,Procyon,12-Jun-14,$6.99,N/A (N/A),"20,000?..?50,000",00:01 (00:00),Droqen,none
1248,Probably Archery,Professor-Teaches-Photoshop-Creative-Cloud,6-Feb-14,$4.99,10% (48%),"50,000?..?100,000",00:00 (00:00),South East Games,South East Games
363,Procyon,Project-Root,26-Feb-14,$3.99,74% (89%),"20,000?..?50,000",00:00 (00:00),Deadly Red Cube,Deadly Red Cube
