"","V1","V2","V3","V4","V5"
"cur_sta.2504","Party Golf","NA","0","NA","0"
"cur_sta.2505","101 Ways to Die","NA","
                                2
                            ","NA","0"
"cur_sta.2506","Carton","NA","0","NA","0"
"cur_sta.2507","BlockAid","NA","0","NA","0"
"cur_sta.2508","Remind Yourself","NA","0","NA","0"
"cur_sta.2509","ABRACA - Imagic Games","NA","
                                3
                            ","NA","0"
"cur_sta.2510","The Purge Day","NA","0","NA","0"
"cur_sta.2511","Marble Void","NA","0","NA","0"
"cur_sta.2512","Akuya","NA","0","NA","0"
"cur_sta.2513","Armed Against the Undead","NA","0","NA","0"
"cur_sta.2514","Backstreets of the Mind","NA","0","NA","0"
"cur_sta.2515","Tower of Archeos","NA","0","NA","0"
"cur_sta.2516","Cologne","NA","0","NA","0"
"cur_sta.2517","Queendoom","NA","0","NA","0"
"cur_sta.2518","Fancy Slingshot VR","NA","0","NA","0"
"cur_sta.2519","ecotone","NA","
                                1
                            ","
7.0
    ","6 Ratings"
"cur_sta.2520","Rally Copters","NA","0","NA","0"
"cur_sta.2521","League of Evil","NA","0","NA","0"
"cur_sta.2522","GoWings Safari","NA","0","NA","0"
"cur_sta.2523","The Race for the White House 2016","NA","0","NA","0"
"cur_sta.2524","Sacred Almanac Traces of Greed","NA","0","NA","0"
"cur_sta.2525","Fairy Maids","NA","0","NA","0"
"cur_sta.2526","Timelapse","NA","0","NA","0"
"cur_sta.2527","Apokalypsis","NA","0","NA","0"
"cur_sta.2528","Candy Smash VR","NA","0","NA","0"
"cur_sta.2529","Star Rogue","NA","0","NA","0"
"cur_sta.2530","Dashy Square VR","NA","0","NA","0"
"cur_sta.2531","Toon Ocean VR","NA","0","NA","0"
"cur_sta.2532","MachRace","NA","0","NA","0"
"cur_sta.2533","Zombie Camp","NA","0","NA","0"
"cur_sta.2534","Rocket Shooter","NA","0","NA","0"
"cur_sta.2535","Kunlun Fight","NA","0","NA","0"
"cur_sta.2536","M.EXE","NA","0","NA","0"
"cur_sta.2537","VR Apocalypse","NA","0","NA","0"
"cur_sta.2538","Galactic Storm","NA","0","NA","0"
"cur_sta.2539","Airship Commander","NA","0","NA","0"
"cur_sta.2540","Zombie Birds First Encounter Halloween","NA","0","NA","0"
"cur_sta.2541","Hashtag Dungeon","NA","0","NA","0"
"cur_sta.2542","Dyno Adventure","NA","0","NA","0"
"cur_sta.2543","The Night The Carsons Disappeared","NA","0","NA","0"
"cur_sta.2544","Teratini VR","NA","0","NA","0"
"cur_sta.2545","Timber! The Logging Experts","NA","0","NA","0"
"cur_sta.2546","Exzeal","NA","
                                1
                            ","NA","0"
"cur_sta.2547","Nanomedix Inc","NA","0","NA","0"
"cur_sta.2548","OESE","NA","0","NA","0"
"cur_sta.2549","Hoverboards VR","NA","0","NA","0"
"cur_sta.2550","Innoquous 5","NA","0","NA","0"
"cur_sta.2551","Atomic Space Command","NA","0","NA","0"
"cur_sta.2552","V.O.I.D.","NA","0","NA","0"
"cur_sta.2553","POLYCRUSHER","NA","0","NA","0"
"cur_sta.2554","Fair Islands VR","NA","0","NA","0"
"cur_sta.2555","Tyto Online","NA","0","NA","0"
"cur_sta.2556","Assault on Arnhem","NA","0","NA","0"
"cur_sta.2557","Dungeon Punks","NA","
                                2
                            ","NA","0"
"cur_sta.2558","Battleships at Dawn!","NA","0","NA","0"
"cur_sta.2559","Ground Breakers","NA","0","NA","0"
"cur_sta.2560","Natural - Beyond Nature -","NA","0","NA","0"
"cur_sta.2561","Anomalies","NA","0","NA","0"
"cur_sta.2562","Geek Resort","NA","0","NA","0"
"cur_sta.2563","Dual Core","NA","0","NA","0"
"cur_sta.2564","The Garden","NA","0","NA","0"
"cur_sta.2565","Flobe","NA","0","NA","0"
"cur_sta.2566","Guardian Of December","NA","0","NA","0"
"cur_sta.2567","Killing Zombies","NA","0","NA","0"
"cur_sta.2568","Lumen","NA","0","NA","0"
"cur_sta.2569","Sweet Escape VR","NA","0","NA","0"
"cur_sta.2570","Sorcery is for Saps","NA","0","NA","0"
"cur_sta.2571","Master Of Marbles","NA","0","NA","0"
"cur_sta.2572","Click Space Miner","NA","0","NA","0"
"cur_sta.2573","Globe Rush","NA","0","NA","0"
"cur_sta.2574","Pong It! VR","NA","0","NA","0"
"cur_sta.2575","GoVenture MICRO BUSINESS","NA","0","NA","0"
"cur_sta.2576","RollerGirls From Beyond","NA","0","NA","0"
"cur_sta.2577","Trucker","NA","0","NA","0"
"cur_sta.2578","SCORE","NA","0","NA","0"
"cur_sta.2579","DragonWingsVR","NA","0","NA","0"
"cur_sta.2580","Thick Air","NA","0","NA","0"
"cur_sta.2581","Astroderps","NA","0","NA","0"
"cur_sta.2582","ayakashigami","NA","0","NA","0"
"cur_sta.2583","Best of Us","NA","0","NA","0"
"cur_sta.2584","PlanetFate","NA","0","NA","0"
"cur_sta.2585","Caketomino","NA","0","NA","0"
"cur_sta.2586","Arcade Saga","NA","
                                1
                            ","NA","0"
"cur_sta.2587","Damned Cold","NA","0","NA","0"
"cur_sta.2588","Momonga Pinball Adventures","NA","0","NA","0"
"cur_sta.2589","Robot Tsunami","NA","0","NA","0"
"cur_sta.2590","Super Grav","NA","0","NA","0"
"cur_sta.2591","Broken Blue","NA","0","NA","0"
"cur_sta.2592","Rocket Craze 3D","NA","0","NA","0"
"cur_sta.2593","Moonlit Mayhem","NA","0","NA","0"
"cur_sta.2594","TZOMPANTLI","NA","0","NA","0"
"cur_sta.2595","Dimensional Intersection","NA","
                                1
                            ","NA","0"
"cur_sta.2596","Holodaze","NA","0","NA","0"
"cur_sta.2597","Space Trucker","NA","0","NA","0"
"cur_sta.2598","Sydney's World","NA","0","NA","0"
"cur_sta.2599","Corpo Tale","NA","0","NA","0"
"cur_sta.2600","ATV Quadracer Ultimate","NA","0","NA","0"
"cur_sta.2601","GI Racing 2.0","NA","0","NA","0"
"cur_sta.2602","Imhotep, Pyramid Builder","NA","0","NA","0"
"cur_sta.2603","C.R.E.E.P.S","NA","0","NA","0"
"cur_sta.2604","Hiragana Pixel Party","NA","0","NA","0"
"cur_sta.2605","Break Chance Memento","NA","0","NA","0"
"cur_sta.2606","Ultimate Solid","NA","0","NA","0"
"cur_sta.2607","Our Darkest Night","NA","0","NA","0"
"cur_sta.2608","Vision of Aurora Borealis","NA","0","NA","0"
"cur_sta.2609","Robot City Stadium","NA","0","NA","0"
"cur_sta.2610","Worlds","NA","0","NA","0"
"cur_sta.2611","The Amazing Adventures of Ash - Afterparty","NA","0","NA","0"
"cur_sta.2612","Stellar Stars","NA","0","NA","0"
"cur_sta.2613","Let Hawaii Happen VR","NA","0","NA","0"
"cur_sta.2614","Bug-N-Out","NA","0","NA","0"
"cur_sta.2615","Drop Out 0","NA","0","NA","0"
"cur_sta.2616","Kitten Cannon","NA","0","NA","0"
"cur_sta.2617","Rolling Gauntlet","NA","0","NA","0"
"cur_sta.2618","Grass Max","NA","0","NA","0"
"cur_sta.2619","Taxi","NA","0","NA","0"
"cur_sta.2620","Pitstop Challenge","NA","
                                1
                            ","NA","0"
"cur_sta.2621","The Crystal Nebula","NA","0","NA","0"
"cur_sta.2622","Fallen Temple","NA","0","NA","0"
"cur_sta.2623","Blockpocalypse","NA","0","NA","0"
"cur_sta.2624","Fist of Physics","NA","0","NA","0"
"cur_sta.2625","Flock VR","NA","0","NA","0"
"cur_sta.2626","Gear Gauntlet","NA","0","NA","0"
"cur_sta.2627","The Odyssey","NA","0","NA","0"
"cur_sta.2628","Estiman","NA","0","NA","0"
"cur_sta.2629","prog.1","NA","0","NA","0"
"cur_sta.2630","Millia -The ending-","NA","0","NA","0"
"cur_sta.2631","Publisher Tycoon","NA","0","NA","0"
"cur_sta.2632","Bomb U!","NA","0","NA","0"
"cur_sta.2633","XO-Planets","NA","0","NA","0"
"cur_sta.2634","Astervoid 2000","NA","
                                1
                            ","NA","0"
"cur_sta.2635","Paradox Paradigm","NA","0","NA","0"
"cur_sta.2636","Miaou Moon","NA","
                                1
                            ","NA","0"
"cur_sta.2637","Breaking Bones","NA","0","NA","0"
"cur_sta.2638","Isomorph","NA","0","NA","0"
"cur_sta.2639","Nemesis Perspective","NA","0","NA","0"
"cur_sta.2640","EXIT","NA","0","NA","0"
"cur_sta.2641","Fill Up!","NA","0","NA","0"
"cur_sta.2642","Oblivion's Edge","NA","0","NA","0"
"cur_sta.2643","Dawn of the Robot Empire","NA","0","NA","0"
"cur_sta.2644","The Space Garden","NA","0","NA","0"
"cur_sta.2645","PIRATADO 1","NA","0","NA","0"
"cur_sta.2646","Shotgun Raiders","NA","0","NA","0"
"cur_sta.2647","Captain Curve's Intergalactic Space Adventure","NA","0","NA","0"
"cur_sta.2648","Super GunWorld 2","NA","0","NA","0"
"cur_sta.2649","Bitslap","NA","0","NA","0"
"cur_sta.2650","Cross Death VR","NA","0","NA","0"
"cur_sta.2651","FIGHTING SPACE","NA","0","NA","0"
"cur_sta.2652","Minigolf VR","NA","0","NA","0"
"cur_sta.2653","The Slingshot VR","NA","0","NA","0"
"cur_sta.2654","Project G","NA","0","NA","0"
"cur_sta.2655","The Rise of Chubtan","NA","0","NA","0"
"cur_sta.2656","CRAPPY ZOMBIE GAME","NA","0","NA","0"
"cur_sta.2657","Aplowcalypse","NA","0","NA","0"
"cur_sta.2658","OCCHIO","NA","0","NA","0"
"cur_sta.2659","Square's Route","NA","0","NA","0"
"cur_sta.2660","Color Chaos","NA","0","NA","0"
"cur_sta.2661","Inside The Code","NA","0","NA","0"
"cur_sta.2662","Dyna Bomb","NA","0","NA","0"
"cur_sta.2663","VR Fun World","NA","0","NA","0"
"cur_sta.2664","Adventures Of Fluzz","NA","0","NA","0"
"cur_sta.2665","Memento (Crazy Sector)","NA","0","NA","0"
"cur_sta.2666","Spa Mania 2","NA","0","NA","0"
"cur_sta.2667","Fly to KUMA MAKER","NA","0","NA","0"
"cur_sta.2668","The Bits That Saved The Universe","NA","0","NA","0"
"cur_sta.2669","The Minotaur","NA","
                                1
                            ","NA","0"
"cur_sta.2670","Endless Burst","NA","
                                1
                            ","NA","0"
"cur_sta.2671","The Fifth Expedition","NA","0","NA","0"
"cur_sta.2672","Avalon Legends Solitaire 2","NA","0","NA","0"
"cur_sta.2673","DragonBlast VR","NA","0","NA","0"
"cur_sta.2674","Kubz VR","NA","0","NA","0"
"cur_sta.2675","NeverMine","NA","0","NA","0"
"cur_sta.2676","Worst Case Z","NA","0","NA","0"
"cur_sta.2677","Wanted Corp.","NA","0","NA","0"
"cur_sta.2678","The Secret of Middle City","NA","0","NA","0"
"cur_sta.2679","Dead Hungry","NA","0","NA","0"
"cur_sta.2680","Into the Belly of the Beast","NA","0","NA","0"
"cur_sta.2681","StreetCraft","NA","0","NA","0"
"cur_sta.2682","Going Up","NA","0","NA","0"
"cur_sta.2683","Punch Bomb","NA","0","NA","0"
"cur_sta.2684","Dreii","NA","
                                2
                            ","NA","0"
"cur_sta.2685","KOTH","NA","0","NA","0"
"cur_sta.2686","Fish or Die","NA","0","NA","0"
"cur_sta.2687","A Fear Of Heights, And Other Things","NA","0","NA","0"
"cur_sta.2688","Patchwork","NA","0","NA","0"
"cur_sta.2689","Secrets of Deep Earth Shrine","NA","0","NA","0"
"cur_sta.2690","DinoFense","NA","0","NA","0"
"cur_sta.2691","Pick a Hero","NA","0","NA","0"
"cur_sta.2692","The Warden","NA","0","NA","0"
"cur_sta.2693","Toro","NA","0","NA","0"
"cur_sta.2694","Drive on Moscow","NA","
                                1
                            ","
8.3
    ","12 Ratings"
"cur_sta.2695","Relativity","NA","0","NA","0"
"cur_sta.2696","Total Extreme Wrestling 2013","NA","
                                1
                            ","NA","0"
"cur_sta.2697","Atlantic Quest 2 - New Adventure -","NA","0","NA","0"
"cur_sta.2698","A Week of Circus Terror","NA","0","NA","0"
"cur_sta.2699","Heroes of Issachar","NA","0","NA","0"
"cur_sta.2700","Soft Body","NA","
                                3
                            ","NA","0"
"cur_sta.2701","Edge Guardian","NA","0","NA","0"
"cur_sta.2702","Lil Big Invasion","NA","0","NA","0"
"cur_sta.2703","Caretaker Retribution","NA","0","NA","0"
"cur_sta.2704","Vistascapes VR","NA","0","NA","0"
"cur_sta.2705","NDE Rescue","NA","0","NA","0"
"cur_sta.2706","World's Fastest Pizza","NA","
                                1
                            ","NA","0"
"cur_sta.2707","VR Dungeon","NA","0","NA","0"
"cur_sta.2708","That Dam Level redux","NA","0","NA","0"
"cur_sta.2709","Secret Santa","NA","0","NA","0"
"cur_sta.2710","GiAnt","NA","0","NA","0"
"cur_sta.2711","Kung Fu Panda: Showdown of Legendary Legends","NA","0","
3.9
    ","7 Ratings"
"cur_sta.2712","Plan Z: Chapter 1","NA","0","NA","0"
"cur_sta.2713","Love, Guitars, and the Nashville Skyline","NA","0","NA","0"
"cur_sta.2714","Catacombs of the Undercity","NA","0","NA","0"
"cur_sta.2715","Sapper's Bad Dream","NA","0","NA","0"
"cur_sta.2716","C.S.S. CITADEL VR","NA","0","NA","0"
"cur_sta.2717","MXGP2 - The Official Motocross Videogame Compact","NA","0","NA","0"
"cur_sta.2718","Kapsul Infinite","NA","0","NA","0"
"cur_sta.2719","Depths of Dread","NA","0","NA","0"
"cur_sta.2720","Seven Seas Solitaire","NA","0","NA","0"
"cur_sta.2721","Rebound","NA","0","NA","0"
"cur_sta.2722","Super Flippin' Phones","NA","
                                1
                            ","NA","0"
"cur_sta.2723","4Team","NA","0","NA","0"
"cur_sta.2724","Jeklynn Heights","NA","0","NA","0"
"cur_sta.2725","Street Posse Showdown","NA","0","NA","0"
"cur_sta.2726","My Lil' Donut","NA","0","NA","0"
"cur_sta.2727","Metamorphic","NA","0","NA","0"
"cur_sta.2728","Chicken Chase","NA","0","NA","0"
"cur_sta.2729","VR Boxing Workout","NA","0","NA","0"
"cur_sta.2730","Mr. Shadow","NA","
                                1
                            ","NA","0"
"cur_sta.2731","Andromedum","NA","0","NA","0"
"cur_sta.2732","The Seeker","NA","0","NA","0"
"cur_sta.2733","Hoyle Official Casino Games","NA","0","NA","0"
"cur_sta.2734","String Theory","NA","0","NA","0"
"cur_sta.2735","Battle Forever","NA","0","NA","0"
"cur_sta.2736","Silver Creek Falls - Chapter 3","NA","0","NA","0"
"cur_sta.2737","Paintey","NA","0","NA","0"
"cur_sta.2738","Slam","NA","0","NA","0"
"cur_sta.2739","Willie's Haunted Hayride","NA","0","NA","0"
"cur_sta.2740","Chamber 19","NA","0","NA","0"
"cur_sta.2741","Gumball Drift","NA","0","NA","0"
"cur_sta.2742","Princess Edge - DragonStone","NA","0","NA","0"
"cur_sta.2743","Final Strike","NA","0","NA","0"
"cur_sta.2744","Soldiers of Heaven VR","NA","0","NA","0"
"cur_sta.2745","Brick Battalion","NA","0","NA","0"
"cur_sta.2746","Acaratus","NA","
                                2
                            ","NA","0"
"cur_sta.2747","Trap House","NA","0","NA","0"
"cur_sta.2748","Pinball HD Collection","NA","0","NA","0"
"cur_sta.2749","Hush Hush - Unlimited Survival Horror","NA","0","NA","0"
"cur_sta.2750","Crystal Quest Classic","NA","0","NA","0"
"cur_sta.2751","Guns N' Boxes","NA","0","NA","0"
"cur_sta.2752","Wills and Wonders","NA","0","NA","0"
"cur_sta.2753","Blood Ties","NA","0","NA","0"
"cur_sta.2754","Anthelion","NA","0","NA","0"
"cur_sta.2755","EEP 13","NA","0","NA","0"
"cur_sta.2756","Delicious - Emily's New Beginning","NA","0","NA","0"
"cur_sta.2757","Claws & Feathers 2","NA","0","NA","0"
"cur_sta.2758","Pozzo Jello Crusade","NA","0","NA","0"
"cur_sta.2759","The Wire Loop Game VR","NA","0","NA","0"
"cur_sta.2760","Super Switch","NA","0","NA","0"
"cur_sta.2761","Pirate Defense","NA","0","NA","0"
"cur_sta.2762","Tower Dwellers","NA","0","NA","0"
"cur_sta.2763","Crongdor the Barbarian","NA","0","NA","0"
"cur_sta.2764","Merry Snowballs","NA","0","NA","0"
"cur_sta.2765","Orc Assault","NA","0","NA","0"
"cur_sta.2766","Concrete and Steel","NA","0","NA","0"
"cur_sta.2767","Citadel 1986","NA","0","NA","0"
"cur_sta.2768","planktOs","NA","0","NA","0"
"cur_sta.2769","WOLFLAME","NA","0","NA","0"
"cur_sta.2770","Jade's Journey","NA","0","NA","0"
"cur_sta.2771","PLANNES","NA","0","NA","0"
"cur_sta.2772","Brazed","NA","0","NA","0"
"cur_sta.2773","Hover Havoc","NA","0","NA","0"
"cur_sta.2774","Lifeliqe VR Museum","NA","0","NA","0"
"cur_sta.2775","Bunker Constructor","NA","0","NA","0"
"cur_sta.2776","I Know a Tale","NA","0","NA","0"
"cur_sta.2777","Super Kitty Boing Boing","NA","0","NA","0"
"cur_sta.2778","Lew Pulsipher's Doomstar","NA","0","NA","0"
"cur_sta.2779","Dante's Forest","NA","0","NA","0"
"cur_sta.2780","Tornuffalo","NA","0","NA","0"
"cur_sta.2781","We Are Stars","NA","0","NA","0"
"cur_sta.2782","VRNinja","NA","0","NA","0"
"cur_sta.2783","WizardCraft","NA","0","NA","0"
"cur_sta.2784","Atriage","NA","0","NA","0"
"cur_sta.2785","Ceggtcher VR","NA","0","NA","0"
"cur_sta.2786","Dance Magic","NA","
                                2
                            ","NA","0"
"cur_sta.2787","Flip","NA","0","NA","0"
"cur_sta.2788","Hold the door!","NA","0","NA","0"
"cur_sta.2789","Dungeon Manager ZV 2","NA","0","NA","0"
"cur_sta.2790","Secret Of The Royal Throne","NA","0","NA","0"
"cur_sta.2791","Neon Warp","NA","0","NA","0"
"cur_sta.2792","Slay","NA","0","NA","0"
"cur_sta.2793","Delicious - Emily's Home Sweet Home","NA","0","NA","0"
"cur_sta.2794","Starship Survivor","NA","0","NA","0"
"cur_sta.2795","Rescuties! VR","NA","0","NA","0"
"cur_sta.2796","Four Realms","NA","0","NA","0"
"cur_sta.2797","Puzzle Nebula","NA","0","NA","0"
"cur_sta.2798","Proton Pulse","NA","0","NA","0"
"cur_sta.2799","Galaxy Combat Wargames","NA","0","NA","0"
"cur_sta.2800","Swift","NA","0","NA","0"
"cur_sta.2801","Able Black","NA","
                                1
                            ","NA","0"
"cur_sta.2802","Lion Quest","NA","
                                2
                            ","NA","0"
"cur_sta.2803","Cursor Challenge","NA","0","NA","0"
"cur_sta.2804","Hack, Slash & Backstab","NA","0","NA","0"
"cur_sta.2805","Time Tenshi 2","NA","0","NA","0"
"cur_sta.2806","Commercium","NA","0","NA","0"
"cur_sta.2807","ASRECorp","NA","0","
0.0
    ","4 Ratings"
"cur_sta.2808","Draconic Order VR","NA","0","NA","0"
"cur_sta.2809","MegaRats","NA","0","NA","0"
"cur_sta.2810","ARK BOX Unlimited","NA","0","NA","0"
"cur_sta.2811","Pixeloids","NA","0","NA","0"
"cur_sta.2812","iOMoon","NA","0","NA","0"
"cur_sta.2813","Ke-Tsu-No-Ana","NA","0","NA","0"
"cur_sta.2814","Agenda","NA","0","NA","0"
"cur_sta.2815","Grave Matters","NA","0","NA","0"
"cur_sta.2816","Fly, Glowfly!","NA","0","NA","0"
"cur_sta.2817","Funfair","NA","0","NA","0"
"cur_sta.2818","The Cows Are Watching","NA","0","NA","0"
"cur_sta.2819","Glory Kingdom","NA","0","NA","0"
"cur_sta.2820","DemonicGuestVR","NA","0","NA","0"
"cur_sta.2821","Secrets of Me","NA","0","NA","0"
"cur_sta.2822","Rabbit Island","NA","0","NA","0"
"cur_sta.2823","Dead Army: Radio Frequency","NA","0","NA","0"
"cur_sta.2824","Guardian War VR","NA","0","NA","0"
"cur_sta.2825","My Tower, My Home","NA","
                                1
                            ","NA","0"
"cur_sta.2826","Wipe Out VR","NA","0","NA","0"
"cur_sta.2827","Dawn's Light","NA","0","NA","0"
"cur_sta.2828","Defenders of the Last Colony","NA","0","NA","0"
"cur_sta.2829","Toys of War","NA","0","NA","0"
"cur_sta.2830","SkyBoats","NA","
                                1
                            ","NA","0"
"cur_sta.2831","In the Shadow of the Truth","NA","0","NA","0"
"cur_sta.2832","Crudelis","NA","
                                3
                            ","NA","0"
"cur_sta.2833","Cheaters Blackjack 21","NA","0","NA","0"
"cur_sta.2834","Jeeboman","NA","0","NA","0"
"cur_sta.2835","BASMENT DWELLERS","NA","0","NA","0"
"cur_sta.2836","Zombie Trigger","NA","0","NA","0"
"cur_sta.2837","Gem Forge","NA","0","NA","0"
"cur_sta.2838","SaberSaw VR","NA","0","NA","0"
"cur_sta.2839","Global Soccer Manager","NA","0","NA","0"
"cur_sta.2840","Roadworks Simulator","NA","0","NA","0"
"cur_sta.2841","Board Defenders","NA","0","NA","0"
"cur_sta.2842","Crate Punks","NA","0","NA","0"
"cur_sta.2843","Lantern","NA","
                                2
                            ","NA","0"
"cur_sta.2844","Finque","NA","0","NA","0"
"cur_sta.2845","Interstellar Logistics Inc","NA","0","NA","0"
"cur_sta.2846","Rainbow Rage Squad","NA","0","NA","0"
"cur_sta.2847","PICO PARK","NA","0","NA","0"
"cur_sta.2848","Cubixx HD","NA","
                                1
                            ","NA","0"
"cur_sta.2849","RoboSports VR","NA","0","NA","0"
"cur_sta.2850","Magical Brickout","NA","
                                1
                            ","NA","0"
"cur_sta.2851","Animated Puzzles","NA","0","NA","0"
"cur_sta.2852","MOP: Operation Cleanup","NA","0","NA","0"
"cur_sta.2853","Delicious - Emily's Message in a Bottle","NA","0","NA","0"
"cur_sta.2854","XLR","NA","0","NA","0"
"cur_sta.2855","The Spookening","NA","0","NA","0"
"cur_sta.2856","Armor Clash VR","NA","0","NA","0"
"cur_sta.2857","Mistfal","NA","0","NA","0"
"cur_sta.2858","Viking Escape","NA","0","NA","0"
"cur_sta.2859","Crazy Belts","NA","0","NA","0"
"cur_sta.2860","Gold Crusader","NA","0","NA","0"
"cur_sta.2861","Hyper Box","NA","0","NA","0"
"cur_sta.2862","DAMAGE CONTROL","NA","0","NA","0"
"cur_sta.2863","Escargot Kart","NA","0","NA","0"
"cur_sta.2864","Street Champ VR","NA","0","NA","0"
"cur_sta.2865","Arkham Nightmares","NA","0","NA","0"
"cur_sta.2866","RAM BOE","NA","0","NA","0"
"cur_sta.2867","Evil Robots from N1M","NA","0","NA","0"
"cur_sta.2868","One Night Two Crazies","NA","0","NA","0"
"cur_sta.2869","PlayFortress","NA","0","NA","0"
"cur_sta.2870","The Challenge","NA","0","NA","0"
"cur_sta.2871","Wild Game Hunter VR","NA","0","NA","0"
"cur_sta.2872","Crimson Room: Decade","NA","
                                2
                            ","NA","0"
"cur_sta.2873","The Beard in the Mirror","NA","
                                2
                            ","NA","0"
"cur_sta.2874","Domain Defense","NA","0","NA","0"
"cur_sta.2875","Destroyer","NA","0","NA","0"
"cur_sta.2876","Golf Pro VR","NA","0","NA","0"
"cur_sta.2877","Doritos VR Battle","NA","0","NA","0"
"cur_sta.2878","Big Buck Hunter Arcade","NA","0","NA","0"
"cur_sta.2879","Benji Challenges","NA","0","NA","0"
"cur_sta.2880","Factotum 90","NA","0","NA","0"
"cur_sta.2881","Fan Fun","NA","0","NA","0"
"cur_sta.2882","A.I. Space Corps","NA","0","NA","0"
"cur_sta.2883","DEXED","NA","
                                3
                            ","NA","0"
"cur_sta.2884","Vroomist","NA","0","NA","0"
"cur_sta.2885","TwinForce","NA","0","NA","0"
"cur_sta.2886","Plates","NA","0","NA","0"
"cur_sta.2887","Cloudphobia","NA","0","NA","0"
"cur_sta.2888","A Number's life","NA","0","NA","0"
"cur_sta.2889","Hikikomori No Chuunibyou","NA","0","NA","0"
"cur_sta.2890","Lord of the Seal","NA","0","NA","0"
"cur_sta.2891","RollerForce","NA","0","NA","0"
"cur_sta.2892","Mini Z Racers Turbo","NA","0","NA","0"
"cur_sta.2893","Quatros Origins","NA","0","NA","0"
"cur_sta.2894","Best in Show Solitaire","NA","
                                1
                            ","NA","0"
"cur_sta.2895","Lost Route","NA","0","NA","0"
"cur_sta.2896","Battle Crust","NA","0","NA","0"
"cur_sta.2897","Chalo Chalo","NA","0","NA","0"
"cur_sta.2898","Krinkle Krusher","NA","0","NA","0"
"cur_sta.2899","Samurai of Hyuga Book 2","NA","0","NA","0"
"cur_sta.2900","Shadow Of Nebula","NA","0","NA","0"
"cur_sta.2901","Frantic Freighter","NA","0","NA","0"
"cur_sta.2902","Cubotrox","NA","0","NA","0"
"cur_sta.2903","Lavapools","NA","0","NA","0"
"cur_sta.2904","REVIVAL RESET","NA","0","NA","0"
"cur_sta.2905","IrreVRsible","NA","0","NA","0"
"cur_sta.2906","Gyrodisc Super League","NA","0","NA","0"
"cur_sta.2907","Broken Armor","NA","0","NA","0"
"cur_sta.2908","MagixHome VR","NA","0","NA","0"
"cur_sta.2909","Just Death","NA","0","NA","0"
"cur_sta.2910","Eyestorm","NA","0","NA","0"
"cur_sta.2911","Bamboo EP","NA","0","NA","0"
"cur_sta.2912","Sprinter","NA","
                                1
                            ","NA","0"
"cur_sta.2913","Ultimate Rock Crawler","NA","0","NA","0"
"cur_sta.2914","Children of Colossus","NA","0","NA","0"
"cur_sta.2915","Groggers!","NA","0","NA","0"
"cur_sta.2916","Arcane","NA","0","NA","0"
"cur_sta.2917","Rescue Love Revenge","NA","0","NA","0"
"cur_sta.2918","Dr. Spacezoo","NA","0","NA","0"
"cur_sta.2919","Jumpix Jump","NA","0","NA","0"
"cur_sta.2920","Pen Island VR","NA","0","NA","0"
"cur_sta.2921","Yankai's Triangle","NA","0","NA","0"
"cur_sta.2922","Tyler","NA","0","NA","0"
"cur_sta.2923","Quip Anomaly","NA","0","NA","0"
"cur_sta.2924","Classic Fun Collection 5 in 1","NA","0","NA","0"
"cur_sta.2925","Kickoff Legends","NA","0","NA","0"
"cur_sta.2926","TEOT - The End OF Tomorrow","NA","0","NA","0"
"cur_sta.2927","Alone","NA","0","NA","0"
"cur_sta.2928","Mini Metal","NA","0","NA","0"
"cur_sta.2929","Naughty Or Nice","NA","0","NA","0"
"cur_sta.2930","Overpower","NA","0","NA","0"
"cur_sta.2931","Falcon Gold","NA","0","NA","0"
"cur_sta.2932","Cavernus","NA","0","NA","0"
"cur_sta.2933","The Shadowland","NA","0","NA","0"
"cur_sta.2934","Quarterback SNAP","NA","0","NA","0"
"cur_sta.2935","Night Light","NA","0","NA","0"
"cur_sta.2936","Herolike","NA","
                                2
                            ","NA","0"
"cur_sta.2937","Trawl","NA","0","NA","0"
"cur_sta.2938","Live In Color","NA","0","NA","0"
"cur_sta.2939","The Strike","NA","0","NA","0"
"cur_sta.2940","Spa Mania","NA","0","NA","0"
"cur_sta.2941","Urban Pirate","NA","
                                1
                            ","NA","0"
"cur_sta.2942","The Wizards Who Fell In A Hole","NA","0","NA","0"
"cur_sta.2943","The Grey Man","NA","0","NA","0"
"cur_sta.2944","Wildlife VR","NA","0","NA","0"
"cur_sta.2945","Planet 1138","NA","0","NA","0"
"cur_sta.2946","Super Kaiju","NA","0","NA","0"
"cur_sta.2947","Battle Knights","NA","0","NA","0"
"cur_sta.2948","Singing Stones VR","NA","0","NA","0"
"cur_sta.2949","Octamari Rescue","NA","0","NA","0"
"cur_sta.2950","Vulture Island","NA","0","NA","0"
"cur_sta.2951","Pigmentone","NA","0","NA","0"
"cur_sta.2952","Ironguard","NA","
                                1
                            ","NA","0"
"cur_sta.2953","Silhouette","NA","0","NA","0"
"cur_sta.2954","Sphere Complex","NA","0","NA","0"
"cur_sta.2955","Unearthing Colossal","NA","0","NA","0"
"cur_sta.2956","PhysDrive","NA","0","NA","0"
"cur_sta.2957","Drunk Wizards","NA","0","NA","0"
"cur_sta.2958","GraveRun","NA","0","NA","0"
"cur_sta.2959","Kuraburo Kai","NA","0","NA","0"
"cur_sta.2960","Dammerlicht","NA","0","NA","0"
"cur_sta.2961","Space Ranger: ASK","NA","0","NA","0"
"cur_sta.2962","Backfire","NA","0","NA","0"
